id,longitude,latitude,known_forest
135,5.346046754350482,-26.90032006166487,1
136,-100.44895910564209,-38.98277846253915,0
137,-95.50980721381715,-8.724056270057119,1
138,-62.30549377851506,18.471202521713664,0
139,-169.41858636401707,35.73423140302168,0
140,-23.414690202667657,-49.28739089829541,1
141,-81.70603344191929,26.903341935132673,1
142,-57.882869969604215,-39.061963635405775,0
143,99.42470734320614,-10.475710310961801,1
144,17.457852132572242,-35.484763707041495,0
145,-66.96151002134934,49.624849390692034,0
146,-109.65778429097229,-10.630200414951837,1
147,103.883091321417,29.788359226918686,0
148,156.6476746622318,30.4248486553835,1
149,42.87531793418077,13.333887433298159,0
150,-53.881354616638916,-2.2706007355480864,1
151,-19.82584451734627,-44.60706956098219,1
152,27.708112517568622,-15.17495420436191,1
153,160.207534887358,-26.98684650890148,0
154,69.66018095918668,-24.683604984543855,0
155,-139.11887403414002,18.13717024235268,1
156,-63.68849186336833,-54.52567138936813,0
157,-69.38406465426526,-1.1294252224057502,1
158,-141.10547060793436,-19.194135823739778,1
159,167.75733148189607,-21.211782100747214,1
160,173.10259772694934,47.8345957407808,1
161,-97.99914280006841,52.22932020824419,1
162,-20.985081617784118,35.32063395565396,0
163,-151.02171199266547,26.987728128264052,1
164,13.422539641584422,-22.956362716760523,0
165,-90.08692563670705,27.360553538306277,0
166,33.09097156111946,16.429297783457883,0
167,-127.6702856887153,50.01914591457148,0
168,-21.04644729218964,32.435303037765536,0
169,134.67520700735093,33.13842428564055,1
170,-169.85444841496815,-34.786214894490655,1
171,-44.05277938633327,-29.11353255267928,0
172,-86.69692636464856,16.187166549366125,1
173,-155.91046911710265,32.49263197231801,0
174,-94.17916614022974,-53.49167140921804,0
175,-32.06197953022928,17.256079902300513,0
176,-6.323763814178363,-46.07763741024912,0
177,119.33579656898661,53.09138660816993,1
178,-53.068942467603975,20.661837761640626,1
179,-151.48361902856882,-14.585682025393375,0
180,46.903299250890626,-0.4116183884205995,1
181,155.6761264084074,18.0693873250746,0
182,79.32036034044484,42.92839954616424,1
183,116.58648596918374,0.813402419935116,0
184,-64.4694191965056,46.44971131184225,1
185,26.62063153221837,-35.289290898412624,1
186,-48.96283770683033,46.41457474276815,1
187,-91.19635530937704,-54.70701092442289,0
188,-141.43644092134488,40.477942782872645,1
189,130.3296970548733,20.741914154752124,1
190,-93.67745763768293,41.81965670545651,0
191,50.78087677550002,0.5666470876830161,1
192,51.95315269042274,43.50415326369949,1
193,-50.584554193226154,0.5746168818895256,1
194,-69.94450109962881,-0.8398911973256276,1
195,121.74219395821046,36.714872158021606,0
196,48.950576616601836,-42.11240925896993,0
197,120.94435219499553,-23.40347326428566,1
198,48.28333099187631,-41.08863249021124,0
199,-124.14421785772217,18.34781410582147,1
200,-134.6127070355189,-24.422915155200705,0
